id,parent_id,elapsed_ns,span_name,file_name,call_depth,metadata
29274497089536002,29274497089536001,121662,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"15"; "sample_time":"1"}
108086391056891906,108086391056891905,69031,process,trace-to-events/src/processing.rs,2,{}
29274497089536001,108086391056891906,131991,find_channel_events,trace-to-events/src/processing.rs,3,{}
108086391056891906,108086391056891905,76680,process,trace-to-events/src/processing.rs,2,{}
108086391056891906,108086391056891905,78221,process,trace-to-events/src/processing.rs,2,{}
108087765446426626,108087765446426625,151620,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"56"; "sample_time":"1"}
108087765446426625,108086391056891906,172340,find_channel_events,trace-to-events/src/processing.rs,3,{}
108086391056891906,108086391056891905,191331,process,trace-to-events/src/processing.rs,2,{}
108086391056891906,108086391056891905,271853,process,trace-to-events/src/processing.rs,2,{}
108086391056891905,0,471184,Trace Source Message,trace-to-events/src/main.rs,1,{}
51793319860109314,51793319860109313,108751,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"45"; "sample_time":"1"}
51793319860109313,110338190870577154,126481,find_channel_events,trace-to-events/src/processing.rs,3,{}
60801893504385026,60801893504385025,78631,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"18"; "sample_time":"1"}
110338190870577154,110338190870577153,75481,process,trace-to-events/src/processing.rs,2,{}
103585265330683906,103585265330683905,97591,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"47"; "sample_time":"1"}
110338740626391042,110338740626391041,117511,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"48"; "sample_time":"1"}
60801893504385025,110338190870577154,87882,find_channel_events,trace-to-events/src/processing.rs,3,{}
99080841069592578,99080841069592577,113341,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"7"; "sample_time":"1"}
103585265330683905,110338190870577154,107751,find_channel_events,trace-to-events/src/processing.rs,3,{}
110338190870577154,110338190870577153,83401,process,trace-to-events/src/processing.rs,2,{}
110338740626391041,110338190870577154,127561,find_channel_events,trace-to-events/src/processing.rs,3,{}
99080841069592577,110338190870577154,123122,find_channel_events,trace-to-events/src/processing.rs,3,{}
110338190870577154,110338190870577153,89751,process,trace-to-events/src/processing.rs,2,{}
110338190870577154,110338190870577153,92171,process,trace-to-events/src/processing.rs,2,{}
110338190870577154,110338190870577153,93951,process,trace-to-events/src/processing.rs,2,{}
110339565260111874,110339565260111873,145581,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"30"; "sample_time":"1"}
11262572481216514,11262572481216513,92071,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"30"; "sample_time":"1"}
90075016204386306,90075016204386305,102501,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"55"; "sample_time":"1"}
90075016204386305,110338190870577154,112761,find_channel_events,trace-to-events/src/processing.rs,3,{}
110338190870577154,110338190870577153,115421,process,trace-to-events/src/processing.rs,2,{}
11262572481216513,110338190870577154,110962,find_channel_events,trace-to-events/src/processing.rs,3,{}
110338190870577154,110338190870577153,121501,process,trace-to-events/src/processing.rs,2,{}
110339565260111873,110338190870577154,198411,find_channel_events,trace-to-events/src/processing.rs,3,{}
110338190870577154,110338190870577153,149601,process,trace-to-events/src/processing.rs,2,{}
110338190870577154,110338190870577153,197422,process,trace-to-events/src/processing.rs,2,{}
110338190870577153,0,358133,Trace Source Message,trace-to-events/src/main.rs,1,{}
112590540440076290,112590540440076289,121641,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"54"; "sample_time":"1"}
101332640883277826,101332640883277825,123071,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"38"; "sample_time":"1"}
101332640883277825,112589990684262402,132812,find_channel_events,trace-to-events/src/processing.rs,3,{}
112591365073797122,112591365073797121,143621,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"16"; "sample_time":"1"}
105837065144369154,105837065144369153,107391,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"10"; "sample_time":"1"}
112590540440076289,112589990684262402,140901,find_channel_events,trace-to-events/src/processing.rs,3,{}
112589990684262402,112589990684262401,114382,process,trace-to-events/src/processing.rs,2,{}
72058418671648770,72058418671648769,102751,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"35"; "sample_time":"1"}
112591365073797121,112589990684262402,153962,find_channel_events,trace-to-events/src/processing.rs,3,{}
112589990684262402,112589990684262401,118001,process,trace-to-events/src/processing.rs,2,{}
105837065144369153,112589990684262402,119401,find_channel_events,trace-to-events/src/processing.rs,3,{}
72058418671648769,112589990684262402,113281,find_channel_events,trace-to-events/src/processing.rs,3,{}
2256197860196354,2256197860196353,121611,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"21"; "sample_time":"1"}
112589990684262402,112589990684262401,122271,process,trace-to-events/src/processing.rs,2,{}
54045119673794562,54045119673794561,114121,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"45"; "sample_time":"1"}
112589990684262402,112589990684262401,124022,process,trace-to-events/src/processing.rs,2,{}
112589990684262402,112589990684262401,127651,process,trace-to-events/src/processing.rs,2,{}
54045119673794561,112589990684262402,124151,find_channel_events,trace-to-events/src/processing.rs,3,{}
112589990684262402,112589990684262401,132871,process,trace-to-events/src/processing.rs,2,{}
31526296903221250,31526296903221249,122531,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"46"; "sample_time":"1"}
2256197860196353,112589990684262402,140941,find_channel_events,trace-to-events/src/processing.rs,3,{}
112589990684262402,112589990684262401,142151,process,trace-to-events/src/processing.rs,2,{}
31526296903221249,112589990684262402,137161,find_channel_events,trace-to-events/src/processing.rs,3,{}
112589990684262402,112589990684262401,148771,process,trace-to-events/src/processing.rs,2,{}
112589990684262402,112589990684262401,579785,process,trace-to-events/src/processing.rs,2,{}
112589990684262401,0,714827,Trace Source Message,trace-to-events/src/main.rs,1,{}
114842340253761538,114842340253761537,112070,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"28"; "sample_time":"1"}
63053693318070274,63053693318070273,84380,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"48"; "sample_time":"1"}
63053693318070273,114841790497947650,92091,find_channel_events,trace-to-events/src/processing.rs,3,{}
108088864958054402,108088864958054401,77321,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"23"; "sample_time":"1"}
114841790497947650,114841790497947649,71652,process,trace-to-events/src/processing.rs,2,{}
103584440696963074,103584440696963073,114861,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"45"; "sample_time":"1"}
114842340253761537,114841790497947650,133291,find_channel_events,trace-to-events/src/processing.rs,3,{}
108088864958054401,114841790497947650,87951,find_channel_events,trace-to-events/src/processing.rs,3,{}
114841790497947650,114841790497947649,77792,process,trace-to-events/src/processing.rs,2,{}
103584440696963073,114841790497947650,123152,find_channel_events,trace-to-events/src/processing.rs,3,{}
114841790497947650,114841790497947649,82282,process,trace-to-events/src/processing.rs,2,{}
114841790497947650,114841790497947649,84212,process,trace-to-events/src/processing.rs,2,{}
13514372294901762,13514372294901761,76851,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"24"; "sample_time":"1"}
